title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
"wallpapers, vinyle flooring, blinds and ceiling",10100.0,Furniture,Used,,"Description promotion 2500 rupees wallpaper role. 

we are selling & fitting gypsum roof / plastic of paris/ aluminium / dampa & other ceiling // cladding sheet / vinyl floor / wall paper/ artificial grass / wood floor and all kind of window blinds . . g
we are fitting at very reasonable price
our services are 100% free 
all products prices are negotiable 
for our services just call us on my contact nmbr
0300=9/6/8/3/2/3/0",https://www.olx.com.pk/item/wallpapers-vinyle-flooring-blinds-and-ceiling-iid-1065214188,"wallpapers, vinyle flooring, blinds and ceiling Description promotion 2500 rupees wallpaper role. 

we are selling & fitting gypsum roof / plastic of paris/ aluminium / dampa & other ceiling // cladding sheet / vinyl floor / wall paper/ artificial grass / wood floor and all kind of window blinds . . g
we are fitting at very reasonable price
our services are 100% free 
all products prices are negotiable 
for our services just call us on my contact nmbr
0300=9/6/8/3/2/3/0",0,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,10100.0,0
Dinning table with six chairs,55000.0,Furniture,Used,,"Description Glass Dinning table with six chairs for sale. Premium quality Glass without any scratches, just like new . Chairs are also in very good condition.",https://www.olx.com.pk/item/dinning-table-with-six-chairs-iid-1105434836,"Dinning table with six chairs Description Glass Dinning table with six chairs for sale. Premium quality Glass without any scratches, just like new . Chairs are also in very good condition.",3,0,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,1,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,55000.0,12
want to sale,50000.0,Bed,Used,Wood,Description bed &  2side table  & dressing table,https://www.olx.com.pk/item/want-to-sale-iid-1105434834,want to sale Description bed &  2side table  & dressing table,2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,50000.0,8
Marble Vanity/ Wash Basin,21000.0,Furniture,New,,"Description Hand made Marble Vanity/ Wash Basins for sale
Call/Whatsapp for Order",https://www.olx.com.pk/item/marble-vanity-wash-basin-iid-1081618097,"Marble Vanity/ Wash Basin Description Hand made Marble Vanity/ Wash Basins for sale
Call/Whatsapp for Order",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,1,0,0,0,0,0.0,4,0,0,12,0.0,21000.0,0
sofa set 5 seating,15000.0,Sofa,Used,,"Description New in condition 
cushion condition  10/10",https://www.olx.com.pk/item/sofa-set-5-seating-iid-1104187070,"sofa set 5 seating Description New in condition 
cushion condition  10/10",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,1,0,0.0,4,0,1,14,0.0,15000.0,4
double bed WOODEN,25000.0,Bed,Used,Wood,Description double bed with mettruss 10/9 condition 18k tak lenay waly msg na karain,https://www.olx.com.pk/item/double-bed-wooden-iid-1105309476,double bed WOODEN Description double bed with mettruss 10/9 condition 18k tak lenay waly msg na karain,2,0,1,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,25000.0,14
Double bed with side tables,45000.0,Bed,Used,Wood,"Description Wooden furniture new design 
With dressing table 
Side tables 

Serious buyer contact plzz",https://www.olx.com.pk/item/double-bed-with-side-tables-iid-1105434933,"Double bed with side tables Description Wooden furniture new design 
With dressing table 
Side tables 

Serious buyer contact plzz",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,45000.0,14
brand new office chair,25500.0,Chair,New,,Description office chair. its brand new. its full option. with different setting up down back front. sofa seats highly comfortable for office work,https://www.olx.com.pk/item/brand-new-office-chair-iid-1086750739,brand new office chair Description office chair. its brand new. its full option. with different setting up down back front. sofa seats highly comfortable for office work,1,1,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,25500.0,4
2 seater neat and clean sofa,15000.0,Sofa,Used,,"Description 2 seater sofa neat and clean 
I have 2 same sofas each price is 15k",https://www.olx.com.pk/item/2-seater-neat-and-clean-sofa-iid-1103497553,"2 seater neat and clean sofa Description 2 seater sofa neat and clean 
I have 2 same sofas each price is 15k",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,2.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,15000.0,4
center table,3000.0,Furniture,Used,,Description glass table .  26×26 dimension,https://www.olx.com.pk/item/center-table-iid-1103865035,center table Description glass table .  26×26 dimension,3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,3000.0,12
wooden 5 seater sofa,26000.0,Sofa,Used,,"Description urgent sell. 10 by 10 condition.  Not rough use. 
Condition behtreen ha pure wood ka ha sweaty b good condition ma ha. 
Urgent sell",https://www.olx.com.pk/item/wooden-5-seater-sofa-iid-1105018534,"wooden 5 seater sofa Description urgent sell. 10 by 10 condition.  Not rough use. 
Condition behtreen ha pure wood ka ha sweaty b good condition ma ha. 
Urgent sell",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,5.0,0,0,7,0,0,0,0,0,0,0,0.0,7,0,0,14,0.0,26000.0,7
New Bed urgent sale,40000.0,Bed,New,Others,Description bed and almari sale urgent passon ko need ha 1 week pahly hi Lia ha,https://www.olx.com.pk/item/new-bed-urgent-sale-iid-1105434949,New Bed urgent sale Description bed and almari sale urgent passon ko need ha 1 week pahly hi Lia ha,2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,40000.0,8
bed/bed set/wooden bed/double bed/poshish bed/king size bed/furniture,29999.0,Bed,New,Wood,"Description Double bed King size and colour on your choice Cash on delivery all Pakistan delivery available hi. 
bed 30000 
side tables 15000
dressing table 20000",https://www.olx.com.pk/item/bedbed-setwooden-beddouble-bedposhish-bedking-size-bedfurniture-iid-1104228994,"bed/bed set/wooden bed/double bed/poshish bed/king size bed/furniture Description Double bed King size and colour on your choice Cash on delivery all Pakistan delivery available hi. 
bed 30000 
side tables 15000
dressing table 20000",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,29999.0,14
Sofa cum bed/Double cumbed/LShape/Combed/Double bed/Set/Foam Mattress,19990.0,Furniture,New,,"Description * All sofa cumbeds different prices. . . 

* After discount prices 19990 to 28500. . . 

* 15 years warranty with pure solid wooden structure. . . 

* Master Molty foam (Original with warranty card). . . 

* Orignal product Manufacture. . 

* All sofa Cum bed available in (stock ready). . . 

* Available in all colours to match any decor. . 

* Customize dimensions, Design , or Fabric upon request. . . 

* Best quality and finishing. . 

* We never compromise in quality. . . 

* for more details and information please contact us  0304/83/75/75/7

Jazakallah",https://www.olx.com.pk/item/sofa-cum-beddouble-cumbedlshapecombeddouble-bedsetfoam-mattress-iid-1104718701,"Sofa cum bed/Double cumbed/LShape/Combed/Double bed/Set/Foam Mattress Description * All sofa cumbeds different prices. . . 

* After discount prices 19990 to 28500. . . 

* 15 years warranty with pure solid wooden structure. . . 

* Master Molty foam (Original with warranty card). . . 

* Orignal product Manufacture. . 

* All sofa Cum bed available in (stock ready). . . 

* Available in all colours to match any decor. . 

* Customize dimensions, Design , or Fabric upon request. . . 

* Best quality and finishing. . 

* We never compromise in quality. . . 

* for more details and information please contact us  0304/83/75/75/7

Jazakallah",1,1,1,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,1,0,0,0,0,0,1,0.0,7,0,4,12,0.0,19990.0,7
Bed set,55000.0,Bed,Used,Wood,Description Used bedset for sale,https://www.olx.com.pk/item/bed-set-iid-1105434581,Bed set Description Used bedset for sale,2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,55000.0,8
Dressing table for sale,17000.0,Furniture,Used,,"Description Dressing table for sale in good condition very low price serious buyer contact to my watsapp number 
0322//53//00/964",https://www.olx.com.pk/item/dressing-table-for-sale-iid-1105434586,"Dressing table for sale Description Dressing table for sale in good condition very low price serious buyer contact to my watsapp number 
0322//53//00/964",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,17000.0,12
“Used 7 Seater Sofa Set Neat & Clean For Sale”,75000.0,Sofa,Used,,"Description 7 Seater Sofa Set For Sale
Achhi condition mein used 7 seater sofa available hai. Comfortable cushions, mazboot frame aur stylish design. Ghar ke drawing room ya lounge ke liye perfect. 

 Location: satellite town, rwp
 Sofa Size: 7 Seater 
 Color: beige
 Condition: Used but neat & clean
 Demand: 75000
*Serious buyers contact karein. *",https://www.olx.com.pk/item/used-7-seater-sofa-set-neat-clean-for-sale-iid-1105434609,"“Used 7 Seater Sofa Set Neat & Clean For Sale” Description 7 Seater Sofa Set For Sale
Achhi condition mein used 7 seater sofa available hai. Comfortable cushions, mazboot frame aur stylish design. Ghar ke drawing room ya lounge ke liye perfect. 

 Location: satellite town, rwp
 Sofa Size: 7 Seater 
 Color: beige
 Condition: Used but neat & clean
 Demand: 75000
*Serious buyers contact karein. *",1,1,0,1,0,2,0,26.0,20.0,0.0,0.0,7.0,0,1,9,0,0,0,0,0,1,0,0.0,4,0,1,13,0.0,75000.0,4
Sofa set For Sell,13500.0,Sofa,Used,,"Description Sofa set For Sellout 3.2 . 1
Havy Wooden Quality 
Contact 0334 / 5660 / 682",https://www.olx.com.pk/item/sofa-set-for-sell-iid-1105434621,"Sofa set For Sell Description Sofa set For Sellout 3.2 . 1
Havy Wooden Quality 
Contact 0334 / 5660 / 682",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,13500.0,7
Iron king size bed without mattress in good condition,20000.0,Bed,Used,Iron,Description King size iron bed for sale without mattress,https://www.olx.com.pk/item/iron-king-size-bed-without-mattress-in-good-condition-iid-1101940933,Iron king size bed without mattress in good condition Description King size iron bed for sale without mattress,2,0,1,0,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,10,0,0,17,0.0,20000.0,20
wooden king size bed without mattress,25000.0,Bed,Used,Wood,"Description wooden king size bed without mattress 
condition 10/8",https://www.olx.com.pk/item/wooden-king-size-bed-without-mattress-iid-1103012596,"wooden king size bed without mattress Description wooden king size bed without mattress 
condition 10/8",2,0,1,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,25000.0,14
condition 9/10,20000.0,Sofa,Used,,Description blkul thk hai khin sy khrb nh hai bs urgent paisay chyie hain,https://www.olx.com.pk/item/condition-910-iid-1105434655,condition 9/10 Description blkul thk hai khin sy khrb nh hai bs urgent paisay chyie hain,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,20000.0,0
Sofa Bed,20000.0,Furniture,Used,,Description 2 Sofa beds are available for urgent sale,https://www.olx.com.pk/item/sofa-bed-iid-1105434662,Sofa Bed Description 2 Sofa beds are available for urgent sale,1,1,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,20000.0,4
pateela for sale,15000.0,Furniture,New,,Description pateela for sale untouched never used,https://www.olx.com.pk/item/pateela-for-sale-iid-1105434676,pateela for sale Description pateela for sale untouched never used,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,15000.0,0
4 Seater Sofa,41500.0,Sofa,Used,,"Description 4 Seater Sofa
2 Single seat and  01 double seat
Very good condition 
Bhuhat kum use Hoya ha
foam and cloth A one ha",https://www.olx.com.pk/item/4-seater-sofa-iid-1105434723,"4 Seater Sofa Description 4 Seater Sofa
2 Single seat and  01 double seat
Very good condition 
Bhuhat kum use Hoya ha
foam and cloth A one ha",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,4.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,41500.0,4
5 seater Sofa set,38000.0,Sofa,New,,"Description 10/10 condition
i have purchased it 15 days ago",https://www.olx.com.pk/item/5-seater-sofa-set-iid-1105434793,"5 seater Sofa set Description 10/10 condition
i have purchased it 15 days ago",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,5.0,0,0,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,38000.0,4
school desk,5900.0,Furniture,New,,Description school desk size 3ft iron top color apki Marzi Kya best quality of life time iron quality,https://www.olx.com.pk/item/school-desk-iid-1105434813,school desk Description school desk size 3ft iron top color apki Marzi Kya best quality of life time iron quality,6,0,0,0,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,5900.0,60
5 Seater sofa set for sale,27000.0,Sofa,Used,,"Description 5 Seater sofa set in good condition
only serious biyer contact
price is negotiable",https://www.olx.com.pk/item/5-seater-sofa-set-for-sale-iid-1105434818,"5 Seater sofa set for sale Description 5 Seater sofa set in good condition
only serious biyer contact
price is negotiable",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,5.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,27000.0,4
5 Seater Sofa set,35000.0,Sofa,Used,,"Description 5 Seater Sofa set
Turkish new design
Seagreen and golden
Just like new
Neat and clean 
shows light color due to light effect
whatsapp for video",https://www.olx.com.pk/item/5-seater-sofa-set-iid-1105434829,"5 Seater Sofa set Description 5 Seater Sofa set
Turkish new design
Seagreen and golden
Just like new
Neat and clean 
shows light color due to light effect
whatsapp for video",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,5.0,1,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,35000.0,4
Sofa | Sofa Set | 7 Seater | 3+2+1+1 Set | molty Foam | Luxury Branded,12000.0,Sofa,New,,"Description Discription 
Hassan furniture – Quality You Can Trust!

We specialize in customized SOFA,sets, tables, and complete furniture sets — crafted exactly to your size, style, and needs. 

Our furniture is not just stylish, but also durable and long-lasting. 

Perfect finish, premium quality, and elegant designs — all in one place!


 Contact: 92//3267//889381",https://www.olx.com.pk/item/sofa-sofa-set-7-seater-3211-set-molty-foam-luxury-branded-iid-1104676084,"Sofa | Sofa Set | 7 Seater | 3+2+1+1 Set | molty Foam | Luxury Branded Description Discription 
Hassan furniture – Quality You Can Trust!

We specialize in customized SOFA,sets, tables, and complete furniture sets — crafted exactly to your size, style, and needs. 

Our furniture is not just stylish, but also durable and long-lasting. 

Perfect finish, premium quality, and elegant designs — all in one place!


 Contact: 92//3267//889381",1,1,0,1,0,2,0,26.0,20.0,0.0,0.0,7.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,12000.0,4
"Study Table ,Computer Table Laptop Table Office Table Working Table",3499.0,Furniture,New,,"Description Materials:

SIZES 3×2(3,499), 4×2(6,499)
Lamination tops with sides pvc edge binding tape
Metal frame

Colours:
Black, White, Dark Brown, Wooden

HOME DELIVERY IN LAHORE

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1083881361,"Study Table ,Computer Table Laptop Table Office Table Working Table Description Materials:

SIZES 3×2(3,499), 4×2(6,499)
Lamination tops with sides pvc edge binding tape
Metal frame

Colours:
Black, White, Dark Brown, Wooden

HOME DELIVERY IN LAHORE

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,3499.0,21
چارپائي زبردست گهن,6500.0,Furniture,New,,Description new hy bhout zeberdast hy bhai jas Leni hy Rabat karo mery pass hy,https://www.olx.com.pk/item/-iid-1105434395,چارپائي زبردست گهن Description new hy bhout zeberdast hy bhai jas Leni hy Rabat karo mery pass hy,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,6500.0,0
sell dinning table,3000.0,Furniture,Used,,Description Glass dinning table good condition 10/7,https://www.olx.com.pk/item/sell-dinning-table-iid-1105434457,sell dinning table Description Glass dinning table good condition 10/7,3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,3000.0,12
Plant decoration,2000.0,Furniture,Used,,Description Decrotion piece for sale,https://www.olx.com.pk/item/plant-decoration-iid-1105434462,Plant decoration Description Decrotion piece for sale,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,2000.0,0
Scented candles for sale,10000.0,Furniture,New,,"Description Scented candles for sale 

20% off if ordered in bulk 

Free home delivery

Customized colour and design 

All type of scented candles are available",https://www.olx.com.pk/item/scented-candles-for-sale-iid-1105434469,"Scented candles for sale Description Scented candles for sale 

20% off if ordered in bulk 

Free home delivery

Customized colour and design 

All type of scented candles are available",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,10000.0,0
stylish baby crib,65000.0,Bed,New,Wood,Description Baby crib special size length 5 foot width 3 inch with pure wood sheesham,https://www.olx.com.pk/item/stylish-baby-crib-iid-1105434482,stylish baby crib Description Baby crib special size length 5 foot width 3 inch with pure wood sheesham,0,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,65000.0,0
8 inch spring mattress for sale,13500.0,Bed,Used,Spring,Description Good condition spring mattress for sale.,https://www.olx.com.pk/item/8-inch-spring-mattress-for-sale-iid-1105434503,8 inch spring mattress for sale Description Good condition spring mattress for sale.,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,13500.0,0
Metal Racks For Sale,4000.0,Furniture,Used,,Description Metal Racks with strong net support in front available for sale,https://www.olx.com.pk/item/metal-racks-for-sale-iid-1105434508,Metal Racks For Sale Description Metal Racks with strong net support in front available for sale,0,0,0,0,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,4000.0,0
home decor rotating mirror,7000.0,Furniture,Used,,"Description Rotating mirror with stand
Colour: white
Condition: 9/10
Mirror lenght: 48inches width: 16inches
stand lenght: 38 inches 
in good condition",https://www.olx.com.pk/item/home-decor-rotating-mirror-iid-1105434511,"home decor rotating mirror Description Rotating mirror with stand
Colour: white
Condition: 9/10
Mirror lenght: 48inches width: 16inches
stand lenght: 38 inches 
in good condition",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,7000.0,0
4 seater sofa set,5000.0,Sofa,Used,,Description good condition urgent selling,https://www.olx.com.pk/item/4-seater-sofa-set-iid-1097515819,4 seater sofa set Description good condition urgent selling,1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,4.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,5000.0,4
Fans Waterproof Cover,3000.0,Furniture,New,,Description Fans waterproof cover in high quality pracute fabric available for fan in all sizes,https://www.olx.com.pk/item/fans-waterproof-cover-iid-1105434525,Fans Waterproof Cover Description Fans waterproof cover in high quality pracute fabric available for fan in all sizes,0,0,0,0,0,2,3,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,3000.0,0
DINING TABLE FOR SALE,12000.0,Furniture,Used,,"Description 6 seater dining table in excellent condition
Premium quality
100% Pure Sheesham Wood
Leather Poshish Chairs 

Price: Rs 120,000
Slightly Negotiable 

Location: Dream Avenue Housing Society, Raiwind Road, Lahore",https://www.olx.com.pk/item/dining-table-for-sale-iid-1105434541,"DINING TABLE FOR SALE Description 6 seater dining table in excellent condition
Premium quality
100% Pure Sheesham Wood
Leather Poshish Chairs 

Price: Rs 120,000
Slightly Negotiable 

Location: Dream Avenue Housing Society, Raiwind Road, Lahore",3,0,0,1,1,3,1,26.0,20.0,0.0,0.0,6.0,0,0,9,0,0,0,0,0,0,0,0.0,7,0,0,16,0.0,12000.0,21
Counter for sale,25000.0,Furniture,Used,,Description LED Light Counter For Mobile and Accessories,https://www.olx.com.pk/item/counter-for-sale-iid-1105434567,Counter for sale Description LED Light Counter For Mobile and Accessories,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,25000.0,0
Sofa Set//Luxury 6-Seater Sofa Set//3+2+1 Seater//Royal Wooden Carving,85000.0,Sofa,Used,,"Description Elegant 6-seater sofa set in excellent condition, includes:
Contact More Infor : 0310 / 4939 / 336

	•	1x Three-Seater Sofa
	•	1x Two-Seater Sofa
	•	1x Single-Seater Sofa
	•	Premium beige velvet upholstery with crystal button tufting
	•	Solid carved wooden frame with golden finish
	•	Damask fabric seating with matching cushions
	•	Comfortable + stylish royal design – perfect for drawing room or lounge

 Condition: Excellent, gently used
 Reason for Selling: Shifting house
 Location: johar town, Lahore 

 Price: PKR 85,000 (slightly negotiable)",https://www.olx.com.pk/item/sofa-setluxury-6-seater-sofa-set321-seaterroyal-wooden-carving-iid-1105266811,"Sofa Set//Luxury 6-Seater Sofa Set//3+2+1 Seater//Royal Wooden Carving Description Elegant 6-seater sofa set in excellent condition, includes:
Contact More Infor : 0310 / 4939 / 336

	•	1x Three-Seater Sofa
	•	1x Two-Seater Sofa
	•	1x Single-Seater Sofa
	•	Premium beige velvet upholstery with crystal button tufting
	•	Solid carved wooden frame with golden finish
	•	Damask fabric seating with matching cushions
	•	Comfortable + stylish royal design – perfect for drawing room or lounge

 Condition: Excellent, gently used
 Reason for Selling: Shifting house
 Location: johar town, Lahore 

 Price: PKR 85,000 (slightly negotiable)",1,1,0,1,0,3,1,26.0,20.0,0.0,0.0,1.0,0,1,9,0,0,0,0,0,1,0,0.0,7,0,1,16,0.0,85000.0,7
Sofa - Sofa Set - L Shape Sofa - Wooden Sofa - 6 Seater Sofa,60000.0,Sofa,New,,"Description I WELCOME TO FAH FURNITURE***

{SPECIAL DISCOUNTED OFFERS}

*****ALL SOFA Set PRICES ARE DIFFERNET*****

Customized colours*

Original Product Manufacturer 

*Graceful and decent design. Best Quality and Finishing. * 

*Solid wood structure and 1st quality material used. * 

*The colour scheme can be changed according to *
your choice *

 Explore Our Full Range:
 www. fahfurniture. com

 Call or WhatsApp Us Anytime:
 0 3 3 0 / 4 0 3 8 / 7 0 0

 We're always ready to assist you!",https://www.olx.com.pk/item/sofa-sofa-set-l-shape-sofa-wooden-sofa-6-seater-sofa-iid-1104274654,"Sofa - Sofa Set - L Shape Sofa - Wooden Sofa - 6 Seater Sofa Description I WELCOME TO FAH FURNITURE***

{SPECIAL DISCOUNTED OFFERS}

*****ALL SOFA Set PRICES ARE DIFFERNET*****

Customized colours*

Original Product Manufacturer 

*Graceful and decent design. Best Quality and Finishing. * 

*Solid wood structure and 1st quality material used. * 

*The colour scheme can be changed according to *
your choice *

 Explore Our Full Range:
 www. fahfurniture. com

 Call or WhatsApp Us Anytime:
 0 3 3 0 / 4 0 3 8 / 7 0 0

 We're always ready to assist you!",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,6.0,0,1,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,60000.0,7
"Dining Table |Wooden, Glass, Pvc |Customized Designs Dining",80000.0,Table,New,,"Description ""The AB Furniture - Elevate Your Dining Experience with Our Stylish Luxury Dining Tables at Affordable Prices!

At The AB Furniture, we believe that dining tables are more than just a piece of furniture - they're the heart of your home where memories are made. That's why we offer an exclusive range of stylish luxury dining tables that combine elegance, comfort, and affordability. 

Our dining tables are designed to impress, with:

- Sleek and modern designs that elevate your dining space
- High-quality materials and craftsmanship that ensure durability
- Affordable prices that fit your budget

Whether you're looking to create a warm and inviting atmosphere for family gatherings or a sophisticated setting for dinner parties, our luxury dining tables are the perfect choice. 

Why Choose The AB Furniture?

- Stylish and luxurious dining tables at affordable prices
- High-quality materials and craftsmanship
- Exclusive designs that elevate your dining space
- Excellent customer service and support

Visit us today and discover the perfect luxury dining table for your home!",https://www.olx.com.pk/item/dining-table-wooden-glass-pvc-customized-designs-dining-iid-1099190360,"Dining Table |Wooden, Glass, Pvc |Customized Designs Dining Description ""The AB Furniture - Elevate Your Dining Experience with Our Stylish Luxury Dining Tables at Affordable Prices!

At The AB Furniture, we believe that dining tables are more than just a piece of furniture - they're the heart of your home where memories are made. That's why we offer an exclusive range of stylish luxury dining tables that combine elegance, comfort, and affordability. 

Our dining tables are designed to impress, with:

- Sleek and modern designs that elevate your dining space
- High-quality materials and craftsmanship that ensure durability
- Affordable prices that fit your budget

Whether you're looking to create a warm and inviting atmosphere for family gatherings or a sophisticated setting for dinner parties, our luxury dining tables are the perfect choice. 

Why Choose The AB Furniture?

- Stylish and luxurious dining tables at affordable prices
- High-quality materials and craftsmanship
- Exclusive designs that elevate your dining space
- Excellent customer service and support

Visit us today and discover the perfect luxury dining table for your home!",3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,1,0,0,0.0,7,2,0,16,0.0,80000.0,21
Sofa set,30000.0,Sofa,Used,,Description I am selling ragzine sofa set in good condition only serious coustmers contact me,https://www.olx.com.pk/item/sofa-set-iid-1105434228,Sofa set Description I am selling ragzine sofa set in good condition only serious coustmers contact me,1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,30000.0,4
LED Light Strip,10000.0,Furniture,Used,,"Description 100 per meter
Hummey 8500 ka 70 meter pada ha, Bill available
Tqrbn adhi bach gyi islye sale kr rhey ha
Call & Whatsapp: 0301–6021—230",https://www.olx.com.pk/item/led-light-strip-iid-1105434252,"LED Light Strip Description 100 per meter
Hummey 8500 ka 70 meter pada ha, Bill available
Tqrbn adhi bach gyi islye sale kr rhey ha
Call & Whatsapp: 0301–6021—230",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,10000.0,0
shesham wood chairs for sale,33000.0,Chair,Used,,Description selling 4 shesham wood chairs,https://www.olx.com.pk/item/shesham-wood-chairs-for-sale-iid-1101408204,shesham wood chairs for sale Description selling 4 shesham wood chairs,4,0,0,0,1,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,33000.0,28
sofa cum bed,6000.0,Furniture,Used,,"Description sofa cum bed 
8 inch thickness 
with 5 feet (full size)",https://www.olx.com.pk/item/sofa-cum-bed-iid-1105434277,"sofa cum bed Description sofa cum bed 
8 inch thickness 
with 5 feet (full size)",1,1,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,6000.0,4
