title,price,condition,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit
"Dell Precision 7710 i7/6th gen 16/256 / 4GB Graphic Card M400M Laptop Allama Iqbal Town, Lahore•2 weeks ago Call Chat",77999,Used,4,1,6,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP probook 450 g7 – core i5 10th gen | 16gb ram | 256gb SSD | pro book Shah Faisal Town, Karachi•2 weeks ago Call Chat",75000,Used,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo L390 i5 8th Gen 8GB RAM 256GB SSD FHD Touch Screen Display ! Saddar, Rawalpindi•2 weeks ago Call Chat",48900,Used,3,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,1,0,1,0,,0,0,5,0,3,,0
"Dell Latitude 3410 – Core i5 10th Generation 8GB Ram 256GB ssd Gulshan-e-Mehar, Multan•1 week ago Call Chat",59999,Used,3,1,10,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell Core i5 i7 10th 11th 12th Gen Laptop Slim Touch Latitude Laptops Model Town Extension, Lahore•4 weeks ago Call Chat",58000,Used,4,1,12,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Hp EliteBook 840 G8 Murree Road, Rawalpindi•1 day ago Call Chat",85000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Bahadurabad, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Microsoft Surface Laptop 3 | 10th Gen i5 | 8GB | 256GB | Model Town, Lahore•6 days ago Call Chat",69999,Used,3,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Laptop plus tablet / branded Asus 2 in 1 tablet plus laptop DHA Phase 5, Karachi•2 weeks ago Call Chat",35000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"HP Laptop HP Elitebook 840 HP Probook HP Zbook Laptop HP Core i3 i5 i7 Johar Town, Lahore•1 week ago Call Chat",24999,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo T480 i7 8th Gen 8GB RAM 256GB SSD FHD Backlite Keyboard ! Saddar, Rawalpindi•1 week ago Call Chat",60900,Used,4,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,1
"Lenovo P52 Workstation Core i7 8th Generation 4GB Nvidia P1000 Mustafa Town, Lahore•1 week ago Call Chat",85000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo ThinkPad L13 Gen 2 - High-Performance Business Ultrabook Saddar Town, Karachi•5 days ago Call Chat",52000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Core i3 i5 i7 4th 5th 6th 7th 8th Generation Laptop - DELL HP LENOVO Thokar Niaz Baig, Lahore•4 weeks ago Call Chat",33000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell/DELL LATITUDE E5540 CORE | i 5 /4th Gen | 8gb/320gb | fresh stock Saddar, Karachi•4 weeks ago Call Chat",28000,New,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Laptop Core i3 i5 i7 4th 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Johar Town, Lahore•4 weeks ago Call Chat",35000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Legion Pro 7 (Gen 10) - Ryzen 9 9955HX | RTX 5070Ti | 16"" 240Hz Township - Sector C1, Lahore•4 days ago Call Chat",10000,Used,5,2,10,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp ProBook 440 g6 Gulgasht Colony, Multan•3 days ago Call Chat",56000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"mackbook pro | macbook | 15 inch | macbook 2017 | core i7 | 16/512 Gulberg 1, Lahore•1 week ago Call Chat",80000,Used,4,1,0,,,0,0,0,15.0,0,0,0,0,0,0,0,0,,0,0,5,0,5,2017.0,0
"Dell core i5 11th generation laptop 8gb ram DDR4 6hr battery camera Blue Area, Islamabad•2 weeks ago Call Chat",66999,Used,3,1,11,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo IDEAPAD S154 I 8 GB/256 GB NVME/1TB HDD/ WITH BOX Dhok Kashmirian, Rawalpindi•1 week ago Chat",61000,Used,2,0,0,,1024.0,3,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"MacBook Pro 16"" | Apple M3 Max | 36GB RAM | 1TB SSD | High Performance Gulberg, Lahore•1 week ago Call Chat",8000,Used,5,3,14,36.0,1024.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,,0
"acer chromebook | chrome book | laptop | Intel | Windows 10 | chrome North Karachi, Karachi•2 weeks ago Call Chat",15000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"DELL INSPIRON 15, 7th GENERATION i3 8gb 500gb fresh stock @ PC WORLD Saddar, Karachi•3 weeks ago Call Chat",32000,New,2,1,7,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 3320 Core i7 11TH Gen 8GB DDR4 256GB Depalpur Road, Okara•1 week ago Call Chat",85500,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Core i3 Laptop | Dual Battery | 8 Hours Backup | Warranty Khanewal Road, Jahanian•1 week ago Call Chat",33000,New,2,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,8.0,1,0,5,1,3,,0
"Core i5 4th Genration Gulshan-e-Iqbal Town, Karachi•6 days ago Call Chat",21000,Used,3,1,4,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Acer Aspire A515-57 | i5 12th Gen | 8GB RAM | 256GB SSD | With Charger Al Hamra Town, Lahore•2 weeks ago Call Chat",95000,Used,3,1,12,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Toshiba z20t 5th gen 4gb ram 128gb ssd Awan Town, Lahore•1 week ago Call Chat",18000,Used,2,0,0,4.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Hp i5 8th Gen Generation Laptop in New Condition. Better Than Dell Cantt, Lahore•4 weeks ago Call Chat",48000,New,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,3,,0
"HP EliteBook 840 G5 Laptop 8GB/256GB SSD Slim & Clean I-10, Islamabad•1 week ago Call Chat",62000,Good,2,0,0,,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,7,0,3,,0
"HP probook 450 g7 – core i5 10th gen | 16gb ram | 256gb SSD | pro book Shah Faisal Town, Karachi•2 weeks ago Call Chat",75000,Used,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell laptop,sale/exchange warranty 7 days,excellent condition Murree Road, Rawalpindi•2 weeks ago Call Chat",9500,Excellent,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,1,3,,0
"Laptops | Core i3, i5, 17 | 4th to 13th Gen (8gb 125gb- 256gb) Hall Road, Lahore•3 weeks ago Call Chat",22000,Used,3,1,13,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Laptop Core i3 i5 i7 4th 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Johar Town, Lahore•4 weeks ago Call Chat",35000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Shahra-e-Faisal, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Core i7 4th Gen Business Laptop Gulberg 1, Lahore•2 days ago Chat",39000,Used,4,1,4,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Core i5 i7 5th 6th 7th 8th 10th 11th Gen Laptop Dell Hp Lenovo Ssd Model Town Extension, Lahore•4 weeks ago Call Chat",38000,Used,4,1,11,,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP 650 G2 Probook Whatsapp please Saadi Town, Karachi•3 days ago Call Chat",50000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Asus Core i5 - 11th generation Manzoor Colony, Karachi•2 days ago Call Chat",67000,Used,3,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Laptop Core i5 i7 10th 11th 12th Gen Latitude 5320 5410 5510 5520 Johar Town, Lahore•3 weeks ago Call Chat",58000,Used,4,1,12,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP New LoGo Envy Laptop Chungi Amar Sadhu, Lahore•4 days ago Chat",85000,New,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,3,,0
"Lenovo Core i5 8th Generation Laptop Nawansher, Abbottabad•16 hours ago Call Chat",41000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,16.0,0,0,5,0,3,,0
"hp probook i5 6th gen warranty 90 day's quantity Available DHA City Karachi, Karachi•3 days ago Call Chat",46000,Used,3,1,6,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,1,3,,0
"Dell Latitude 7490 Core i5 8th Generation Laptop Saddar, Karachi•6 days ago Call Chat",44999,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ProBook 650 G5 i5 8th Gen | 8GB RAM | 256GB SSD | FHD Display Mughalpura, Lahore•3 weeks ago Call Chat",55000,Used,3,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell 5400 i7 8th Gen 16GB RAM 256GB SSD ! Thin Bezzel's Laptop ! Saddar, Rawalpindi•2 weeks ago Call Chat",59900,Used,4,1,8,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenevo Laptop T540p | Core i5 4th Gen | Graphic Design & Gaming Laptop Gulshan-e-Iqbal, Karachi•4 weeks ago Call Chat",23500,Used,3,1,4,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,1,,0
"HP probook 450 g7 – core i5 10th gen | 16gb ram | 256gb SSD | pro book Shah Faisal Town, Karachi•2 weeks ago Call Chat",75000,Used,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Hp Elitebook core i5 6th gen 8GB ram / 256Gb SSD Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",42500,Used,3,1,6,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Laptop Dell Latitude 5400 | 8th Gen i5 | 8GB RAM | 256GB SSD Bahria Town - Sector B, Lahore•3 weeks ago Call Chat",54999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"6th Gen slim fast Ci5 8gb 256gb m2 ssd 360 Touch screen 2k 1080p Khayaban-e-Naveed, Sargodha•1 week ago Call Chat",34000,Used,5,3,13,,,2,0,0,15.6,1,0,1,0,1,0,1,0,,0,0,5,0,1,,0
"Lenovo Legion Pro 7 (Gen 10) - Ryzen 9 9955HX | RTX 5070Ti | 16"" 240Hz Township - Sector C1, Lahore•4 days ago Call Chat",10000,Used,5,2,10,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Laptop | Used Laptop | Branded Laptop Johar Town Phase 1, Lahore•5 days ago Call Chat",25000,Fair,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,1,5,0,1,,0
"Macbook Air 2015 D Ground, Faisalabad•3 weeks ago Call Chat",35000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0
"Hp ProBook 440 g6 Gulgasht Colony, Multan•4 days ago Call Chat",56000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Legion Pro 7i Gaming Laptop 275HX - RTX5070 | 32/aTB BOX PACK Defence Road, Lahore•2 weeks ago Call Chat",8000,Used,2,0,0,,,0,3,1,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 840 G8 Corei5-11 Generation Discount offer Quantity Ava DHA Defence Phase 1, Islamabad•2 weeks ago Call Chat",88000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ENVY 17t i7- 6 generation Dastgir Colony, Karachi•12 hours ago Chat",60000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,12.0,0,0,5,0,3,,0
"Lenovo i5 i7 8th 10th 11th 12th Gen Laptop Thinkpad Touch e15 x280 Johar Town, Lahore•3 weeks ago Call Chat",46000,Used,4,1,12,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"chromebooks / laptops with warrantyat Al Wajid laptops Walton Road, Lahore•4 weeks ago Call Chat",21500,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,1,1,,0
"Acer predator helios neo 16S AI RTX 5070Ti core ultra 9 275hx 16” oled Model Town Link Road, Lahore•1 week ago Call Chat",6000,Used,2,0,0,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"Dell Latitude core i3 Core i5 Core i7 4 to 11 All Generations Gulberg 3, Lahore•5 days ago Call Chat",29999,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Touch 360 Cromebook 2029 Update. . 4GB//32GB. . Type C . . A+ Condition Mandian, Abbottabad•2 weeks ago Call Chat",19999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"HP ZBook 15 G2 Workstation | i7-4| 16GB RAM | SSD | Powerful Performan Ghazi Road, Lahore•4 days ago Call Chat",37000,Used,4,1,0,16.0,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elitebook 840 G7 Corei5-10 Generation/Touch Screen I-8 Markaz, Islamabad•2 weeks ago Call Chat",77000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Lenovo Thinkpad core i5 6th generation laptop 8gb ram 500gb rom Chaklala Scheme, Rawalpindi•1 week ago Call Chat",32999,Used,3,1,6,8.0,500.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell latitude e6420/e6430 | Core i5/2nd gen/3rd gen | fresh stock Saddar, Karachi•3 weeks ago Call Chat",18000,New,3,1,2,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Rugged Laptops & Tablets | TRL Pakistan Cavalry Ground, Lahore•3 weeks ago Call Chat",70000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 840 G8 Corei5-11 Generation Discount offer Quantity Ava DHA Defence Phase 1, Islamabad•2 weeks ago Call Chat",88000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp Z Book Studio G3 Garden Town, Islamabad•13 hours ago Call Chat",78000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,13.0,0,0,5,0,3,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Shahra-e-Faisal, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"laptop table | study Table | Gaming Table | Executive Table | Table Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",7500,Used,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,1,,0
"Apple Macbook pro 2015 i7 Sabzazar, Lahore•4 days ago Call Chat",65000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0
"HP EliteBook 830 G7 Core i5 10th Gen | 16GB RAM | Touch Display Wapda Town Phase 2, Lahore•3 weeks ago Call Chat",79999,Used,3,1,10,16.0,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Vostro 3750 Laptop Efxcellent Condition, Rs. 35,000 (Negotiable) Model Colony - Malir, Karachi•1 week ago Call Chat",35000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"lenovo laptop,Lenovo ThinkPad T540,core i5,4th gen,4gb RAM/500GB HDD Gulshan-e-Iqbal, Karachi•1 week ago Call Chat",29000,Used,3,1,4,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"laptop table | study Table | Gaming Table | Executive Table | Table Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",7500,Used,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,1,,0
"6th Gen slim fast Ci5 8gb 256gb m2 ssd 360 Touch screen 2k 1080p Khayaban-e-Naveed, Sargodha•1 week ago Call Chat",34000,Used,5,3,13,,,2,0,0,15.6,1,0,1,0,1,0,1,0,,0,0,5,0,1,,0
"Brand New MacBook pro M4 24/1tb (2025 Model) Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",6000,New,2,0,0,,1024.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,10,0,5,2025.0,0
"Elite Book Saddar, Karachi•4 days ago Call Chat",95000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell Latitude 5590 – Core i5 7th Gen | 8GB RAM | Excellent Condition New Karachi, Karachi•2 weeks ago Call Chat",60000,New,3,1,7,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,9,0,3,,0
"lenovo laptop,Lenovo ThinkPad T540,core i5,4th gen,4gb RAM/500GB HDD Gulshan-e-Iqbal, Karachi•1 week ago Call Chat",29000,Used,3,1,4,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"Dell Latitude 5300 3310 3380 5420 Dell Laptop Also Availabl Wholesale Main Boulevard Gulberg, Lahore•6 days ago Call Chat",27999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude core i3 Core i5 Core i7 4 to 11 All Generations Gulberg 3, Lahore•5 days ago Call Chat",29999,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"lenovo thinkpad t460 core i5 6th gen – slim business laptop Gulshan-e-Iqbal Town, Karachi•2 days ago Call Chat",37000,Used,3,1,6,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Apple MacBook Air 2014 Core i5 | 8GB RAM | 128GB SSD Laptop for sale Gulshan-e-Iqbal, Rawalpindi•4 weeks ago Call Chat",39000,Used,3,1,0,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,,0
"Lenovo Laptops Ideapad i5 10/11/12 generation Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",74000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Best Used Laptops & Chromebooks - Student & Gaming Wah Model Town - Phase 2, Wah•1 week ago Call Chat",10999,Fair,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,1,5,0,1,,0
"Hp ProBook | 440 G7 Core i5 10th Gen | 16GB RAM | imported laptop Defence Raya, Lahore•1 week ago Call Chat",72000,Used,3,1,10,16.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Precision 7710 i7/6th gen 16/256 / 4GB Graphic Card M400M Laptop Allama Iqbal Town, Lahore•2 weeks ago Call Chat",77999,Used,4,1,6,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"ACEMAGIC LAPTOP 12 GENERATION MODEL AX15 Shah Latif Town, Karachi•4 days ago Call Chat",60000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Laptop | Core i7 7th Gen | 16GB 256GB SSD | Touch Panel Model Town Link Road, Lahore•3 days ago Call Chat",67000,Used,4,1,7,,256.0,2,0,0,15.6,0,0,0,0,1,0,1,0,,0,0,5,0,3,,0
"Lenovo Thinkpad x260 i5 6th Generation 8gb Ram 256gb SSD 12.5"" Display Bahria Town Main Boulevard, Lahore•3 weeks ago Call Chat",32999,Used,3,1,6,8.0,256.0,2,0,0,12.5,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo T14s M.A. Jinnah Road, Karachi•1 week ago Call Chat",60000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface pro 7 Johar Town Phase 1, Lahore•3 weeks ago Call Chat",68000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Lenovo L380 core i5 8th Gen 8gb ram 256gb ssd Laptop Lenovo Johar Town, Lahore•1 week ago Call Chat",38000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Laptop plus tablet / branded Asus 2 in 1 tablet plus laptop DHA Phase 5, Karachi•2 weeks ago Call Chat",35000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"HP EliteBook 840 I5 | Core i5 8th Gen | 8GB RAM | 256GB SSD Main Boulevard Gulberg, Lahore•3 weeks ago Call Chat",60000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"seagate IronWolf 16tb HDD Brand new official warrranty Pak Arab Housing Society Phase 2, Lahore•2 days ago Call Chat",95000,New,2,0,0,,,1,0,0,15.6,0,0,0,0,0,0,0,1,,1,0,10,0,1,,0
"Hp NoteBook | 250 G7 Core i5 10th Generation | imported laptop Johar Town, Lahore•1 week ago Call Chat",58000,Used,3,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Core i5 10th Gen Generation Laptops. Better Than Hp F-7 Markaz, Islamabad•15 hours ago Call Chat",52000,Used,3,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,15.0,0,0,5,0,3,,0
"Dell Latitude 3320 Core i7 11TH Gen 8GB DDR4 256GB Depalpur Road, Okara•1 week ago Call Chat",85500,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ENVY 17t i7- 6 generation Dastgir Colony, Karachi•12 hours ago Chat",60000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,12.0,0,0,5,0,3,,0
"FUJITSU CORE I5 8TH GEN Gulberg, Lahore•3 weeks ago Call Chat",32999,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Elitebook 840 G6--Touchscreen!slim!Premium bussiness Series Model Town Link Road, Lahore•2 weeks ago Call Chat",68000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Latitude e5440 i3 / i5 4th Gen - 8 GB RAM 128 GB SSD RJ Shopping Mall, Karachi•1 week ago Call Chat",23999,Used,3,1,4,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elite 1013 g3 core i5 8th gen 8gb ram 256gb ssd Laptop Samanabad, Lahore•2 weeks ago Call Chat",48000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Brand New MacBook pro M4 24/1tb (2025 Model) Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",6000,New,2,0,0,,1024.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,10,0,5,2025.0,0
"Core i5 8th Gen | 8GB RAM | 128GB SSD | Gaming Laptop Johar Town, Lahore•1 week ago Call Chat",32000,Used,3,1,8,8.0,128.0,2,0,0,15.6,0,0,0,1,0,0,1,0,,0,0,5,0,1,,0
"Fujitsu Lifebook A576 – Core i5 6th Gen – 8GB – 180GB SSD – 15.6” Korangi, Karachi•1 week ago Call Chat",33000,Used,3,1,6,,180.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,1,,0
"hp elitebook 840 g7 Sambrial, Sialkot•1 day ago Call Chat WhatsApp",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Apple Macbook pro 2015 i7 Sabzazar, Lahore•4 days ago Call Chat",65000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0
"Mac Book Pro 2017 PIA Housing Scheme - Block A1, Lahore•2 hours ago Call Chat",73000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,2.0,0,0,5,0,1,2017.0,0
"chromebooks / laptops with warrantyat Al Wajid laptops Walton Road, Lahore•4 weeks ago Call Chat",21500,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,1,1,,0
"Microsoft surface book 2 Monticello Square, Islamabad•10 hours ago Call Chat",94000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,10.0,0,0,5,0,1,,0
"Dell Latitude E5470 |Core i5 6th Gen | 8GB RAM | 256GB SSD Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",35000,Used,3,1,6,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Microsoft surface pro 7+ Ghazi Road, Lahore•3 weeks ago Call Chat",72000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Core i7 i5 10th 11th 12th Generation Dell Laptop | Mix Models FHD 1080 Allama Iqbal Town - Huma Block, Lahore•4 weeks ago Call Chat",58000,Used,4,1,12,,,0,0,0,15.6,1,0,0,0,0,0,0,0,,0,0,5,0,3,,0
