title,price,brand,model,condition,type,description,url,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit,processor_score,storage_score,graphics_score,gaming_score,portability_score,features_score,capacity_score,age,age_factor,premium_spec_score
MSI Raider GE - RTX 2060 - GAMING LAPTOP HOUSE,19000.0,MSI,Raider GE Series,Used,Laptop,"Description MSI Raider GE63

8th Gen Core i7 8750H 6 Cores 12 Threads Processor 
16gb DDR4 RAM 
256GB SSD
1TB HDD SATA
Nvidia RTX 2060 6GB Full a powered GPU
15.6 FHD 144 Hertz Display
RGB Keyboard 
Original Battery and Charger 
Neat and Clean Condition 

No Fault

GAMING LAPTOP HOUSE 
GA07 GROUND FLOOR TECHNOCITY KARACHI 

MANY MORE OPTIONS AVAILABLE 

BUY, SELL AND UPGRADE",https://www.olx.com.pk/item/msi-raider-ge-rtx-2060-gaming-laptop-house-iid-1104628855,2,0,0,16.0,256.0,0,3,1,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,4,,0,6.0,5.12,25,28.0,7.800000000000001,0,9.736,,,98.24
core i7 5th  generation HP pavilion 15  notebook laptop,30500.0,HP,Pavilion Series,Used,Laptop,"Description HP Pavilion 15 Notebook PC

core i7 5th generation 

with 2 gb Nvidia graphic card

8 gb ram 

256 GB SSD

with original charger",https://www.olx.com.pk/item/core-i7-5th-generation-hp-pavilion-15-notebook-laptop-iid-1105425197,4,1,5,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,21.5,5.12,0,12.0,7.800000000000001,0,14.386,,,120.18
Dell Lattitude 5420 Core i5 11th Generation Laptop/For sale,60000.0,Dell,Latitude,New,Business,"Description Hi friends i want to sell my Dell Lattitude 5420 Core i5 11th Generation Laptop Specifications are mentioned below:-
Dell Lattitude 5420
Core i5 11th Generation
16gb DDR4 ram
256gb SSD
14 inch 1080p Display
Backlight keyboard
Wifi
Camera
3 to 4 hours Battery Backup
Condition 10/10
Accessories
Original type c charger
Laptop has not been locally used in Pakistan came from abroad. 
No foolish or exchange offers please only serious buyers contact me on WhatsApp or directly call on my contact number.",https://www.olx.com.pk/item/dell-lattitude-5420-core-i5-11th-generation-laptopfor-sale-iid-1105378520,3,1,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,27.5,5.12,0,10.0,7.800000000000001,0,16.186,,,138.18
Chrome book for sale,12500.0,HP,Others,Used,Chromebook,"Description Chome book for sale
condition 10/9
all genuine 
koi bhi masla nhi bilkul sahi chalti hai 
Khali 3 months use ki hai
used hai 3 months per bilkul new condition hai
11000 final rate hai",https://www.olx.com.pk/item/chrome-book-for-sale-iid-1104432126,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Lenovo thinkpad 6th generation,40000.0,Lenovo,ThinkPad,Used,Laptop,"Description 8gb ram 
500 gb ssd",https://www.olx.com.pk/item/lenovo-thinkpad-6th-generation-iid-1105425469,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Dell Latitude 7490 | Core i5 8th Gen | 16GB RAM | 256GB SSD,58000.0,Dell,Latitude,New,Laptop,"Description Processor: Intel Core i5 – 8th Gen (Fast & Reliable)

 RAM: 16GB DDR4 (Multitasking Beast)

 Storage: 256GB SSD (Super-Fast Boot & Load Times)

 Display: 14"" Full HD – Crystal Clear Visuals

 Condition: 10/10 – Neat & Clean Body

 Battery: Strong Backup

 Ideal For: Freelancing, Office Use, Students, Daily Multitasking

 Extras: Backlit Keyboard, Type-C, HDMI, USB 3.0

 Fresh Windows Installed – Ready to Use

 Tested & Checked Thoroughly
 Satisfaction Guaranteed
Location: 6th Road Rawalpindi 

 DM/Call for More Details & Latest Stock

 Serious buyers contact on WhatsApp or call direct. 

Whastapp : https://wa. me/ (View phone number) 
Call :  (View phone number)",https://www.olx.com.pk/item/dell-latitude-7490-core-i5-8th-gen-16gb-ram-256gb-ssd-iid-1104079793,3,1,8,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,23.0,25.12,0,10.0,7.800000000000001,0,14.835999999999999,,,124.68
HP probook 640 g8 i5 11th generation,85000.0,HP,ProBook,Used,Laptop,"Description hp probook 640 g8 i5 11th generation 256 Gb SSD 
16 Gb ram with changer 3 days Chak warranty for betttery keyboard and hittingThe HP ProBook 640 G8 is a business-class laptop designed for professionals seeking a balance between performance, portability, and security.  Powered by Intel's 11th Generation Core i5 processors, it offers robust features suitable for various productivity tasks. 


---

 Key Specifications

Processor: Intel Core i5-1135G7 or i5-1145G7 (quad-core, 8 threads)

Base frequency: 2.4–2.6 GHz

Turbo Boost up to 4.2–4.4 GHz

Integrated Intel Iris Xe Graphics  


Memory:

Standard configurations with 8GB or 16GB DDR4 RAM at 3200 MHz

Expandable up to 64GB via two SO-DIMM slots  


Storage:

256GB or 512GB PCIe NVMe SSD options

Fast boot times and data access  


Display:

14-inch Full HD (1920 x 1080) IPS panel

Anti-glare coating with 250 nits brightness

Optional touch functionality in some models  


Graphics:

Integrated Intel Iris Xe Graphics

Optional NVIDIA GeForce MX450 dedicated GPU for enhanced graphics performance  


Battery:

3-cell, 45Wh Li-ion battery

Supports fast charging via USB-C

Up to 10 hours of battery life, depending on usage  


Connectivity:

Intel Wi-Fi 6 (802.11ax)

Bluetooth 5.0

Ports include:

1 x USB-C with Power Delivery and DisplayPort support

2 x USB-A 3.1 Gen 1

1 x HDMI 2.0

1 x RJ-45 Ethernet port

1 x Audio Combo Jack (3.5mm)

1 x MicroSD Card Reader



Operating System:

Windows 10 Pro or Windows 11 Pro, depending on configuration  


Security Features:

Integrated fingerprint reader

HP Sure Start (self-healing BIOS)

HP Sure Sense (AI-based malware protection)

TPM 2.0 for hardware-based encryption  




---

 Design & Build

Chassis: Durable aluminum and plastic hybrid

Color: Pike Silver

Dimensions: Approximately 321.9 x 213.9 x 19.9 mm

Weight: Around 1.38 kg (3.04 lbs)

Keyboard: Spill-resistant, full-sized, backlit keyboard

Touchpad: Precision touchpad with multi-touch gesture support  



---

 Ideal Use Cases

The HP ProBook 640 G8 is well-suited for: 

Business Professionals: Its robust security features and reliable performance make it ideal for corporate environments. 

Remote Workers: Lightweight design and long battery life support mobility. 

Students: Efficient multitasking capabilities cater to academic needs. 

General Productivity: Suitable for tasks like document editing, web browsing, and video conferencing.",https://www.olx.com.pk/item/hp-probook-640-g8-i5-11th-generation-iid-1101951545,3,1,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,27.5,5.12,0,10.0,7.800000000000001,0,16.186,,,138.18
Apple MacBook Air 2014 Core i5 | 8GB RAM | 128GB SSD Laptop for sale,41000.0,Apple,MacBook Air,Used,MacBook,"Description Apple MacBook Air 2014 – Core i5 | 8GB RAM | 128GB SSD

Premium Quality | Imported from USA | Bulk Stock Available  

Neat & Clean | Slim & Lightweight | Excellent Battery Timing  

Specifications:  

Processor: Intel Core i5  

RAM: 8GB  

Storage: 128GB SSD – Fast & Reliable Performance  

Display: 13.3” LED-backlit screen  

Battery: Long-lasting battery

Check Original Pictures to See the Condition!**  

 Why Buy From Us?  

 Imported from the USA – Premium quality laptops  

 Neat & Clean Condition – Fully tested & functional  

 7 Days Check Warranty – Buy with confidence  

 Best Prices Guaranteed – Affordable & competitive deals  

Call or WhatsApp to Order Now!  
WhatsApp: 03/44/444/88/87  

 Shop Timings:11:30 AM – 9:30 PM. . . .",https://www.olx.com.pk/item/apple-macbook-air-2014-core-i5-8gb-ram-128gb-ssd-laptop-for-sale-iid-1102455311,3,1,0,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,,0,11.0,22.56,0,8.0,7.800000000000001,0,7.268,,,101.4
Dell latitude 3380 core i3 6th gen ( 8/128GB ) Laptop for sale,33000.0,Dell,Latitude,Used,Business,"Description Brand: Dell

Model: Latitude 3380

Processor: Intel i3 6th gen

Ram: 8gb

Ssd: 128gb

Battery Timing 2hr+

Import from USA

Neat & Clean Condition

7 days Check Warranty 
--------------------------------
Call or Whatsapp

Whatsapp: 03/44/444/88/87

Call Between these hours 11:00Am – 9:00pm. .",https://www.olx.com.pk/item/dell-latitude-3380-core-i3-6th-gen-8128gb-laptop-for-sale-iid-1102457452,2,1,6,16.0,128.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,17.0,2.56,0,8.0,7.800000000000001,0,12.268,,,102.84
Lenovo ThinkPad Yoga11e 2-in-1 6th gen Touchscreen LAPTOP for sale,25000.0,Dell,Latitude,Used,Business,"Description Lenovo ThinkPad 11e - 6th Gen 11.6-inch Touch

quard core 6th gen 

4gb ram

128gb ssd  or  500gb hdd 

touch & 360

3 to 4 hour battery backup

Neat and Clean Condition like brand new
 
7 Days Check Warranty

Call or Whatsapp
Whatsapp: 03/44/444/88/87

Shop timing
11:30 AM - 9:30 PM.",https://www.olx.com.pk/item/lenovo-thinkpad-yoga11e-2-in-1-6th-gen-touchscreen-laptop-for-sale-iid-1102457719,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,1,1,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,5,9.736,,,73.67999999999999
Dell Latitude 3190 (9th Gen) - DDR4 Laptop for Sale,25000.0,Dell,Latitude,Used,Business,"Description Dell 9th Generation Laptop for sale

Brand: Dell

Model: 3190

Processor: Intel Pentium Silver Quad Core 9th Gen

Ram: 4Gb ddr4

Ssd:128Gb m2

Impressive Battery Timing 4 hours backup

Import From USA

Neat and Clean Condition

Condition described with Original Pictures
  
7 Days Check Warranty

Call or Whatsapp
Whatsapp: 03/44/444/88/87

Shop timing
11:30 AM - 9:30 PM.",https://www.olx.com.pk/item/dell-latitude-3190-9th-gen-ddr4-laptop-for-sale-iid-1102457899,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
"Samsung Galaxy Book Pro 15.6"" i5 11th gen Professional Laptop Like NEW",12500.0,Samsung,Galaxy Book,Used,Laptop,"Description I myself Brought from Canada 
NOT Refurbished as available in Pakistani markets
Refurbished aur direct bahir se laye hoi cheez men farq hota hey
Condition Like NEW
Never repaired
Samsung Galaxy Book Pro NP950XDB-KC3US is like a premium series that Samsung has like Apple MacBook
Battery Time: 4+ hours
Call/ WhatsApp 0333/4239/020",https://www.olx.com.pk/item/samsung-galaxy-book-pro-156-i5-11th-gen-professional-laptop-like-new-iid-1105424734,3,1,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,1,,0,27.5,5.12,0,10.0,7.800000000000001,0,16.186,,,46.06
dell Inspiron n5110 core i5 2 th gen,20000.0,Dell,Latitude,Used,Laptop,"Description 8 gb ram ddr 3
128 gb SSD
no battery backup 
with changer",https://www.olx.com.pk/item/dell-inspiron-n5110-core-i5-2-th-gen-iid-1105424753,3,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,11.0,5.12,0,10.0,7.800000000000001,0,11.236,,,88.67999999999999
Macbook Pro 2019 i9 - 16 inch,15000.0,Apple,MacBook Pro,Used,MacBook,"Description Unbeatable prices for MacBooks. At Orial Computers Faisalabad. 

“Whatsapp Only” OLX CHAT KA NOTIFICATION NAHI ATTA",https://www.olx.com.pk/item/macbook-pro-2019-i9-16-inch-iid-1104837016,5,1,0,16.0,256.0,0,0,0,16.0,0,0,0,0,0,0,0,0,,0,0,5,0,5,2019.0,0,17.0,5.12,0,14.0,7.0,0,13.036,6.0,0.40656965974059917,177.8
Laptop HP ZBook Firefly 14 G7 16 GB RAM  256 GB SSD,89000.0,HP,,New,Laptop,"Description HP Z book Firefly 14 G7 mobile workstation
14"" Diagonal FHD Anti-glare IPS 
Core i5 10th Generation
10210U 1.60 GHz
16GB DDR4 RAM
256GB High Speed NVMe SSD
4 Cores 8 Threads
Backlit Key Board for Night Working
Webcam with Privacy Lock & in-built Mic 
BANG & OLUFSEN Speakers
SuperSpeed USB, C-Type, Headphone Jack, HDMI & Card Input
Fingerprint Scanner
2Hour+ Battery Backup
With Original HP Charger
Smart, Lightweight & A+ Physical Condition",https://www.olx.com.pk/item/laptop-hp-zbook-firefly-14-g7-16-gb-ram-256-gb-ssd-iid-1104501598,2,0,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,6.0,25.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
AZADI SALE TOSHIBA CHROMEBOOK 4 GB RAM SSD WINDOW 10 NUM 0342-7788360,10000.0,Others,Others,New,Chromebook,"Description  Call / WhatsApp:  (Chat with seller) 
PRICE = 10000 Only! SSD STORAGE MODEL    AZADI 1 WEEK OFFER ONLY
 Best For ONLINE WORK :--Trading | Shopify | Amazon | Daraz |FIVER | MS OFFICE | MS Excel | | YOUTUBE | Online Classes 
 Toshiba CB30 Chromebook – Windows 10 Installed
 Delivery All Over Pakistan
 Slim | Fast | Stylish – Perfect for Students & Office Use!
 13.3” HD Display
 Intel Celeron | 2GB RAM | 16GB SSD (Fast Boot)
 Windows 10 Activated – MS Office, Zoom, YouTube Ready
 Battery Backup: 6–8 Hours",https://www.olx.com.pk/item/azadi-sale-toshiba-chromebook-4-gb-ram-ssd-window-10-num-0342-7788360-iid-1105424767,2,0,0,4.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0,6.0,25.12,0,5.0,7.800000000000001,0,4.936,,,25.12
MACBOOK PRO MID 2015 URGENT SALE,61000.0,Apple,MacBook Pro,Used,MacBook,"Description INTEL CORE I7 QUAD CORE PROCESSOR 
1.5GB GRAPHICS INTEL IRIS PRO
16GB BUILT-IN RAMS 
512GB SSD ADATA LEGEND 710
ORIGINAL CHARGER 85W 
15 INCH RETINA DISPLAY
MAC OS MONTEREY AND SONOMA BOTH INSTALLED
ONLY ONE SIDE SPEAKER IS A LITTLE FAULTY
ALL OK 
ONLY SERIOUS BUYERS CONTACT PLZ
EXCHANGE POSSIBLE WITH MOBILE PHONES",https://www.olx.com.pk/item/macbook-pro-mid-2015-urgent-sale-iid-1105424798,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,10.0,0.22313016014842982,122.8
Dell Latitude 3420 | Core i5 11th Generation | 16GB RAM | 256 GB SSD,63000.0,Dell,Latitude,Used,Laptop,"Description Dell Latitude 3420 – Latest Slim Business Laptop  

 Processor: Intel Core i5 11th Gen ([redacted email address])  
 RAM: 16GB DDR4 – Perfect for Heavy Multitasking  
 Storage: 256GB NVMe SSD – Ultra Fast Boot & Speed  
 Graphics: Intel Iris Xe Graphics – Smooth Performance  
 Display: 14"" Full HD (1920x1080) – Sharp & Clear Quality  
 Backlit Keyboard
 HD Webcam
 Windows 11 Pro Activated
 Excellent Battery backup
 Original 64W Dell Charger Included  
 Condition: 10/10 Lush Condition, No Scratches  

Location: Rawalpindi",https://www.olx.com.pk/item/dell-latitude-3420-core-i5-11th-generation-16gb-ram-256-gb-ssd-iid-1105424897,3,1,11,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,27.5,25.12,0,10.0,7.800000000000001,0,16.186,,,138.18
Intel corei5  Latitude E7440 4th generation Dell Laptop,30000.0,Dell,Latitude,Used,Laptop,Description Affordable price and perfect for study and business purpose,https://www.olx.com.pk/item/intel-corei5-latitude-e7440-4th-generation-dell-laptop-iid-1105424902,3,1,4,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,17.0,5.12,0,10.0,7.800000000000001,0,13.036,,,106.68
Lenovo 300e,22500.0,Lenovo,Others,New,Chromebook,Description Lenovo Chromebook 300e touch screen and 360° . 4GB RAM and 32gb  storage and front camera Lenovo Chromebook 300 second generation contact number  (Chat with seller),https://www.olx.com.pk/item/lenovo-300e-iid-1105424213,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
HP EliteBook 830 G6 – i5 8th Gen | 8GB RAM | 256GB SSD,56000.0,HP,Elite Book,Used,Laptop,"Description  Intel Core i5 – 8th Generation (Fast & Reliable)
 8GB DDR4 RAM (Extendable to 16GB +3000)
 256GB SSD (Extendable to 512GB +4000)
 13.3"" FHD Display (Slim & Lightweight design)
 Backlit Keyboard | Fingerprint Sensor | HD Webcam
 Ideal for office work, students, and business use
UK Imported stock never used in pakistan
 Excellent battery timing
 Windows 10/11 Activated
 Neat & Clean – No issues, ready to use",https://www.olx.com.pk/item/hp-elitebook-830-g6-i5-8th-gen-8gb-ram-256gb-ssd-iid-1105424266,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,23.0,25.12,0,8.0,7.800000000000001,0,11.636,,,100.68
Hp Chromebook / Laptop Windows 10 lite 6 Generation,9999.0,HP,Others,Used,Chromebook,"Description Quantity Available ( Whole sale )

 The Techbooks

- LOCATION 1 
Shop No M53 Mezzanine Floor it tower Gulberg Lahore Near Hafeez Centre

- LOCATION 2
Shop NO M24 First Floor Eagle Mall Bahria Town Lahore Near Bahria Hospital

- 100% Warranty Stock No Local Use A Grade Stock 

- Wholesale Prices
- Quantity Availale
- Models

---------------------------------------------------------------------------------------
Hp Chromebook Converted In windows 10 

Best for budget users online studies, Call centers, Ecommerce and starting use

Quantity Available wholesale fix Price

Hp Chromebook 11 G5/G4 Windows 10 (lite version only 6 takes GB storage)

Ram : 4GB

Rom : 16 Gb  ( Expandable via sd card )

Display : 11.6 inch Hd display 

Price With Converted windows  9999/=

Official Chrome OS With playstore also Available


WWW. THETECHBOOKS. COM

! Laptops laptops Laptops !!!

!!! Chromebooks Chromebooks Chromebooks !!!

Specialize items for beaconhouse School


Affordable options for Call centers and Offices

Ecommerce Daraz Amazon Shopify ebay

Wide Range of Chromebooks and laptops Available For Sale in best dicounted prices

All Brands Starting from 7999


Cash on delivery available all over pakistan

Touch 360 | Non Touch | Windows Chromebook

Delivery All Over Pakistan

Our Website: www. thetechbooks. com

For More Details Call or whatsapp:


 to 7 Days Replacement Warranty

Lahore Same day delivery

Other Cities 2-3 Working Days By TCS. 

Cash on Delivery Service also Available
- LOCATION 1 
Shop No M53 Mezzanine Floor it tower Gulberg Lahore Near Hafeez Centre

- LOCATION 2
Shop NO M24 First Floor Eagle Mall Bahria Town Lahore Near Bahria Hospital

- 100% Warranty Stock No Local Use A Grade Stock 

- Wholesale Prices
- Quantity Availale
- Models

---------------------------------------------------------------------------------------
Hp Chromebook Converted In windows 10 

Best for budget users online studies, Call centers, Ecommerce and starting use

Quantity Available wholesale fix Price

Hp Chromebook 11 G5

 Windows 10 (lite version only 6 takes GB storage)

Ram : 4GB

Rom : 16 Gb  ( Expandable via sd card )

CPU : interl Celeron n3060 ( 6 Gen Celeron )
( Equillent to core i5 2nd Gen )

Display : 11.6 inch Hd display 

Price With Converted windows  9999/=

Official Chrome OS With playstore also Available


WWW. THETECHBOOKS. COM

! Laptops laptops Laptops !!!

!!! Chromebooks Chromebooks Chromebooks !!!

Specialize items for beaconhouse School


Affordable options for Call centers and Offices

Ecommerce Daraz Amazon Shopify ebay

Wide Range of Chromebooks and laptops Available For Sale in best dicounted prices

All Brands Starting from 7999


Cash on delivery available all over pakistan

Touch 360 | Non Touch | Windows Chromebook

Delivery All Over Pakistan

Our Website: www. thetechbooks. com

For More Details Call or whatsapp:


 to 7 Days Replacement Warranty

Lahore Same day delivery

Other Cities 2-3 Working Days By TCS.",https://www.olx.com.pk/item/hp-chromebook-laptop-windows-10-lite-6-generation-iid-1103400074,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Lenovo think pad touch and type,30500.0,Lenovo,ThinkPad,Used,Laptop,"Description Lenovo thinkpad
i5 6 generation
Touch bhi hai type bhi
Fingerprint sensor bhi hai
8 gb DDR3 Ram
240 Gb SSD hardrive
2 hours battery
Some keys are not working but touch screen is perfectly working
Conditionyou can see in the pics
I love my laptop saling due to need of money
O3o46485898@""",https://www.olx.com.pk/item/lenovo-think-pad-touch-and-type-iid-1105424339,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,2,9.736,,,73.67999999999999
Core i7 6 generation,30000.0,HP,ProBook,Used,Business,"Description 8 Ram 512gb Hard drive 
Core i7 6 Generation 
Battery Dead 
baki Koi Fualt Nhi",https://www.olx.com.pk/item/core-i7-6-generation-iid-1105424393,4,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,14.0,5.12,0,12.0,7.800000000000001,0,12.136,,,32.56
Dell Core I3 4th generation,30000.0,Dell,Latitude,Used,Laptop,Description Dell Core I3 4th generation selling.  all working condition. No any issue tuch and type both. 4gb ram 128gb ssd,https://www.olx.com.pk/item/dell-core-i3-4th-generation-iid-1105424405,2,1,4,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,14.0,5.12,0,8.0,7.800000000000001,0,12.136,,,97.68
hp probook 450 G6,95000.0,HP,ProBook,Used,Ultrabook,"Description all okay 
4 hours battery backup
core i5 8 gen 
16gb 256gb SSD
15.6"" FHD LED",https://www.olx.com.pk/item/hp-probook-450-g6-iid-1105424407,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Dell Core i5 10th Gen | 16GB RAM | 256 SSD | Windows 11 | GC 128MB,76000.0,Dell,Latitude,Used,Laptop,"Description Selling my Dell Core i5 10th Generation Laptop in excellent condition. 

 Specifications:

Processor: Intel Core i5 (10th Gen)
RAM: 16GB 
Storage: 256GB SSD 
Graphics: Intel UHD Graphics, GC 128MB
Operating System: Windows 11 Activated

 Condition:

10/10 – neat and clean, no faults
Battery backup: 3+ hours 
Original charger included
Fresh Windows installed – ready to use


 Price: 76000
 Location: Muzaffarabad King abdullah campus AJK University  Chatter class .",https://www.olx.com.pk/item/dell-core-i5-10th-gen-16gb-ram-256-ssd-windows-11-gc-128mb-iid-1105424476,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,26.0,25.12,0,10.0,7.800000000000001,0,15.736,,,133.68
Lenovo Thinkpad L390 Metal Body,40000.0,Lenovo,ThinkPad,Used,Business,"Description * Lenovo Thinkpad L390*
 Core i5 8TH  Generation
 SSD 256gb Ram 8gb DDR4 
 Display Size 14.0"" FHD + Backlight 
 Battery Backup 2 Hours +
 GPU Intel UHD 620 (4GB)
 With Original C Type Charger 
*Final Price 40000 *",https://www.olx.com.pk/item/lenovo-thinkpad-l390-metal-body-iid-1105423590,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
hp laptop,37000.0,HP,ProBook,Used,Laptop,"Description hp laptop condition 10/9 brand new condition 
window 10 pro education you see in photo
phone number 0/3/3/3/3/4/3/6/9/2/3",https://www.olx.com.pk/item/hp-laptop-iid-1105423622,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Dell 7310 i5 10th Gen Bezzelless Display 16GB RAM 256GB SSD!,59900.0,Dell,Latitude,Used,Laptop,"Description Price of Laptop is Final. 

Dell Latitude 7310
Bezzelless Less Beautiful Display
Full HD Display 1920 X 1080p
Intel Core i5-10th Gen 
RAM : 8GB
Storage : 256GB
Backlit Keyboard  
Battery Backup : 2-3 Hours 

With Dell Orignal Type-C Charger

1 Month Written Replacement warranty

Note : All of our Laptops are Fresh Imported. None of them are local used in Pakistan nor Repaired with 1 month of written replacement warranty. 

Here is our shop address :

Shop : Laptops Galaxy LG-36 Rania Mall Basement Bank Road Saddar Rwp.",https://www.olx.com.pk/item/dell-7310-i5-10th-gen-bezzelless-display-16gb-ram-256gb-ssd-iid-1105013121,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,26.0,25.12,0,10.0,7.800000000000001,0,15.736,,,133.68
Apple MacBook PRO - 14 inch 32GB RAM | 512GB SSD,11000.0,Apple,MacBook Pro,New,MacBook,"Description 2024 Apple MacBook Pro 14"" i9 2.9GHz/32GB/512GB - (Space Gray) A2141 w/Warranty",https://www.olx.com.pk/item/apple-macbook-pro-14-inch-32gb-ram-512gb-ssd-iid-1105423661,2,0,0,32.0,512.0,2,0,0,14.0,0,0,0,0,0,0,1,0,,0,0,5,0,5,,0,6.0,30.240000000000002,0,12.0,11.0,0,17.672,,,215.6
i7 3rd 8 128 2 gb amd grafic card,30000.0,HP,Elite Book,Used,Business,Description laptop and mobile accessories,https://www.olx.com.pk/item/i7-3rd-8-128-2-gb-amd-grafic-card-iid-1105423702,4,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,14.0,5.12,0,12.0,7.800000000000001,0,12.136,,,32.56
Hp core i5 11th generation urgent sale,96000.0,HP,Others,Used,Laptop,"Description Hp probook core i5 11th generation 
Ram 8gb
512GB Ssd
Display size 15.6 inch FHD 1080p
backlighting keyboard 
Condition 10/10
battery time 4 hour 
with original charger 
best for all Types heavy working 
no any fault 
all Ok 
 (Chat with seller) Display size 15.6 inch FHD 1080p
backlighting keyboard 
Condition 10/10
battery time 4 hour 
with original charger 
best for all Types heavy working 
no any fault 
all Ok",https://www.olx.com.pk/item/hp-core-i5-11th-generation-urgent-sale-iid-1105423727,3,1,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,27.5,5.12,0,10.0,7.800000000000001,0,16.186,,,138.18
Branded Dell Laptop Core i7 11th Gen Gaming pc ' ' Apple i7 10/10 i3,32500.0,Dell,Latitude,New,Laptop,Description Dell Latitude 6611 Quad Core i7-10610U 1.80GHz 512GB SSD 16GB RAM Windows 11 Pro,https://www.olx.com.pk/item/branded-dell-laptop-core-i7-11th-gen-gaming-pc-apple-i7-1010-i3-iid-1105423780,4,1,11,16.0,256.0,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,10,0,5,,0,30.5,5.12,0,20.0,7.800000000000001,0,17.086,,,245.3
Celeron,24000.0,Others,,New,Laptop,Description CELERON 8 -128GB (I5 -8TH GEN),https://www.olx.com.pk/item/celeron-iid-1105423878,2,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,8.0,5.12,0,8.0,7.800000000000001,0,10.336,,,26.56
