Title,Price,Category,Condition,Material,Description,URL
Featured,5500.0,Chair,Used,,"Revolving chair-Office chair-Staff chair-Visitor chair-Mesh chair Ferozepur Road, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/revolving-chair-office-chair-staff-chair-visitor-chair-mesh-chair-iid-1109310679
Featured,29999.0,Bed,Used,,"Double bed/king size bed/dressing table/bed set/Poshish bed/furniture Bahria Orchard, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/double-bedking-size-beddressing-tablebed-setposhish-bedfurniture-iid-1107014800
Featured,750000.0,Table,Used,Plastic,"Plastic Chairs and Table Babu Sabu, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/plastic-chairs-and-table-iid-1106559600
Featured,6500.0,Chair,Used,Wood,"Office chairs | Wooden chairs | visitor chairs sale | Office Furniture Scheme 33, Karachi•4 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/office-chairs-wooden-chairs-visitor-chairs-sale-office-furniture-iid-1106573722
Featured,1000.0,Bed,Used,Wood,"Bed side table dressing / Double bed / King Bed / Wooden Furniture DHA Phase 6, Lahore•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/bed-side-table-dressing-double-bed-king-bed-wooden-furniture-iid-1108888794
Featured,3400.0,Table,Used,,"chair/office chair/computer chair/imported/staff/Revolving chair/table Main Boulevard Gulberg, Lahore•11 hours ago Call Chat",https://www.olx.com.pk/item/chairoffice-chaircomputer-chairimportedstaffrevolving-chairtable-iid-1108422086
Featured,85000.0,Bed,Used,,"Bed Set DHA Phase 4, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-set-iid-1108977153
Featured,18000.0,Chair,Used,,"Executive Chairs//Office Executive Chairman Chairs//Ceo Boss Chair DHA Phase 4, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/executive-chairsoffice-executive-chairman-chairsceo-boss-chair-iid-1108998833
Featured,29999.0,Table,Used,,"Office Table/Executive table/Conference table/workstation desk/dinning Shahra-e-Faisal, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/office-tableexecutive-tableconference-tableworkstation-deskdinning-iid-1109005605
Featured,3399.0,Table,Used,,"Computer Table/Laptop Table/ Study Table/ Workstation/ Office Table Township, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/computer-tablelaptop-table-study-table-workstation-office-table-iid-1101742031
Featured,10500.0,Chair,Used,,"Executive Office Chair/Special Revolving Chair/Boss Chair/Office Chai I-10/3, Islamabad•3 days ago Call Chat",https://www.olx.com.pk/item/executive-office-chairspecial-revolving-chairboss-chairoffice-chai-iid-1108179918
Featured,32000.0,Table,Used,,"Conference Tables, Meeting Tables, Office Tables, Executive Tables Shaheed Millat Road, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/conference-tables-meeting-tables-office-tables-executive-tables-iid-1108916673
Featured,75000.0,Bed,Used,,"Bunk Bed DHA Defence Phase 1, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/bunk-bed-iid-1109361667
Featured,1000.0,Bed,Used,Wood,"Bed side table dressing | Double bed | Chinioti wood | Furniture Gulbahar Colony, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/bed-for-sale-with-side-tables-and-dressing-iid-1109266761
Featured,30000.0,Bed,Used,Wood,"wooden bed/poshish bedset/king size bed/bed with side table Bahria Town, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/wooden-bedposhish-bedsetking-size-bedbed-with-side-table-iid-1091054032
Featured,7500.0,Chair,Used,,"study chair, computer chair,executive chair,revolving chair/mesh chair Awan Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/study-chair-computer-chairexecutive-chairrevolving-chairmesh-chair-iid-1108882804
Featured,20000.0,Sofa,Used,Fabric,"Sofa repair | Fabric change | Repairing seat repair | Furniture polish DHA Phase 6, Lahore•23 hours ago Call Chat",https://www.olx.com.pk/item/sofa-repair-fabric-change-repairing-seat-repair-furniture-polish-iid-1109561649
Featured,1000.0,Table,Used,Wood,"Dining Table | 6 Seater Dining | Solid Turkish Wooden+Top Glass Dining DHA Phase 4, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/dining-table-6-seater-dining-solid-turkish-woodentop-glass-dining-iid-1108844302
Featured,29999.0,Bed,Used,,"Double bed/king size bed/dressing table/bed set/Poshish bed/furniture Others, Kasur•4 days ago Call Chat",https://www.olx.com.pk/item/double-bedking-size-beddressing-tablebed-setposhish-bedfurniture-iid-1107014822
Featured,5500.0,Sofa,Used,Rattan,"PVC chairs set/Lawn chair/cafe Outdoor Furniture/rattan sofa set/table E-11, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/pvc-chairs-setlawn-chaircafe-outdoor-furniturerattan-sofa-settable-iid-1108616250
Featured,35000.0,Bed,Used,,"King size bed with 2 side tables best quality in your choice colours DHA Phase 8, Karachi•3 weeks ago Chat",https://www.olx.com.pk/item/king-size-bed-with-2-side-tables-best-quality-in-your-choice-colours-iid-1094241083
Featured,5000.0,Chair,Used,,"Ergonomic Computer chairs for sale | Office chair repairing Shahra-e-Faisal, Karachi•2 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/ergonomic-computer-chairs-for-sale-office-chair-repairing-iid-1107583821
Featured,9000.0,Sofa,Used,Rattan,"PVC chair set/Lawn chair/cafe Outdoor Furniture/rattan sofa set/dining DHA Defence, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/pvc-chair-setlawn-chaircafe-outdoor-furniturerattan-sofa-setdining-iid-1109218677
Featured,3500.0,Furniture,Used,,"Wallpapers wall panels wpvc panels wall pictures by Grand interiors University Road, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/wallpapers-wall-panels-wpvc-panels-wall-pictures-by-grand-interiors-iid-1088627282
Featured,1000.0,Sofa,New,,"Brand New Sofas Model Town Link Road, Lahore•4 days ago Chat",https://www.olx.com.pk/item/brand-new-sofas-iid-1109155964
Featured,29000.0,Table,Used,,"Conference Meeting Table Modern Designs Available DHA Phase 8, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/conference-meeting-table-modern-designs-available-iid-1075409296
Featured,30000.0,Bed,Used,,"Beds | Poshis Beds | King Size Beds | Queen Size Beds | Custimize Bed Johar Town, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/beds-poshis-beds-king-size-beds-queen-size-beds-custimize-bed-iid-1109415830
Featured,68000.0,Table,Used,Glass,"CEO Office Table / Executive Table/ Sheesham Table/ Uv glass Table DHA Defence, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/ceo-office-table-executive-table-sheesham-table-uv-glass-table-iid-1103981748
Featured,7500.0,Table,Used,,"laptop table | study Table | Gaming Table | Executive Table | Table Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/laptop-table-study-table-gaming-table-executive-table-table-iid-1098493208
Featured,9800.0,Chair,Used,,"High Back Chair/Chinese Mesh/Office Chair/Staff Chair/Revolving Chair Gulberg, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/high-back-chairchinese-meshoffice-chairstaff-chairrevolving-chair-iid-1108983495
Featured,330000.0,Furniture,Used,,"cement board/gypsum board partition/office partition/gypsum ceiling Ali Town, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/cement-boardgypsum-board-partitionoffice-partitiongypsum-ceiling-iid-1108828997
Featured,3399.0,Table,Used,,"Computer Table/ Laptop Table/ Study Table/ Workstation DHA Phase 5, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/computer-table-laptop-table-study-table-workstation-iid-1099858380
Featured,38500.0,Bed,Used,Wood,"Kids bed | Baby Car Bed | wooden bed | Furniture | single | slideing Harbanspura, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/kids-bed-baby-car-bed-wooden-bed-furniture-single-slideing-iid-1099867090
Featured,14000.0,Furniture,Used,,"Cubicle with Power Socket & LAN Faceplate for sale Clifton, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/cubicle-with-power-socket-lan-faceplate-for-sale-iid-1107275656
Featured,3000.0,Bed,Used,,"Bedroom Furniture in white and gold Queens Road, Sargodha•2 weeks ago Chat",https://www.olx.com.pk/item/bedroom-furniture-in-white-and-gold-iid-1106010358
Featured,2000.0,Table,New,,"New Dinning table DHA Phase 6, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/new-dinning-table-iid-1106121855
Featured,37000.0,Sofa,Used,,"Sofa set for sale - 10 seater Gulshan-e-Kaneez Fatima, Karachi•3 days ago Call Chat",https://www.olx.com.pk/item/sofa-set-for-sale-10-seater-iid-1109253701
Featured,1000.0,Table,Used,Glass,"Dining table 8 chairs\ Glass top dining table \luxury table with chair DHA Phase 1, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/dining-table-8-chairs-glass-top-dining-table-luxury-table-with-chair-iid-1106724338
Featured,3399.0,Table,Used,,"Computer Table/ Laptop Table/ Study Table/ Workstation DHA Phase 3, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/computer-table-laptop-table-study-table-workstation-iid-1099858463
Featured,30000.0,Bed,Used,,"Beds | Poshis Beds | King Size Beds | Queen Size Beds | Custimize Bed Gulberg 2, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/beds-poshis-beds-king-size-beds-queen-size-beds-custimize-bed-iid-1109415483
Featured,29999.0,Bed,Used,,"bed /double bed/king size bed set/bedroom furniture/bridal set/woo Bahria Town, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-double-bedking-size-bed-setbedroom-furniturebridal-setwoo-iid-1107047218
Featured,40000.0,Sofa,Used,,"sofa set | L shape sofa | sofaset furniture 5 seater | 7 seater sofa Scheme 33, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/sofa-set-l-shape-sofa-sofaset-furniture-5-seater-7-seater-sofa-iid-1108682806
Featured,2600.0,Furniture,Used,,"Artificial Plants for offices and home Gulberg 3, Lahore•1 day ago Call Chat",https://www.olx.com.pk/item/artificial-plants-for-offices-and-home-iid-1109552560
Featured,55000.0,Sofa,Used,,"sofa set/U shape sofa/L 5.5 seater sofa set Township, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/sofa-setu-shape-sofal-55-seater-sofa-set-iid-1109247923
Featured,4200.0,Sofa,Used,,"Single Seater Puff Sofa/Office Sofa/Visitor Sofa/Guest Sofa/Spring Sof Gulberg 3, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/single-seater-puff-sofaoffice-sofavisitor-sofaguest-sofaspring-sof-iid-1108960326
Featured,31500.0,Table,Used,,"Table Set For Sale Bahria Town - Sector B, Lahore•3 days ago Call Chat",https://www.olx.com.pk/item/table-set-for-sale-iid-1096337166
Featured,8000.0,Furniture,Used,,"Counter/racks/Racks for sale/Office furniture for sale/office rackas Cantt, Jhelum•1 week ago Call Chat",https://www.olx.com.pk/item/counterracksracks-for-saleoffice-furniture-for-saleoffice-rackas-iid-1109295158
Featured,100000.0,Furniture,Used,,"PVC Wallpanel | important Wallpanel | Panel3D Wallpanel Federal B Area, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/pvc-wallpanel-important-wallpanel-panel3d-wallpanel-iid-1107648437
Featured,29999.0,Bed,Used,Wood,"Bed Set/King Size Bed/Wooden Bed Set/Dressing Table/Side Tables Township, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/bed-setking-size-bedwooden-bed-setdressing-tableside-tables-iid-1108130868
Featured,55000.0,Furniture,Used,,"American grass carpet natural Korangi Industrial Area, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/american-grass-carpet-natural-iid-1107716785
Featured,39999.0,Bed,Used,,"Bed / bed set / king size bed / double bed / poshish bed /Furniture DHA Phase 6, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/bed-bed-set-king-size-bed-double-bed-poshish-bed-furniture-iid-1109417537
Featured,320000.0,Furniture,Used,Glass,"gypsum board partition cement partition gypsum ceiling glass partitio Johar Town Phase 1, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/gypsum-board-partition-cement-partition-gypsum-ceiling-glass-partitio-iid-1107016911
Featured,20500.0,Bed,Used,Wood,"Kids bed | Baby Car Bed | kids wooden bed | Kids Furniture | bunk bed Bhatta Chowk, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/kids-bed-baby-car-bed-kids-wooden-bed-kids-furniture-bunk-bed-iid-1097318870
Featured,39999.0,Bed,Used,,"Bed Set | Bubble Bed Set | King Size Bed | BedRoom Set |Queen Size bed DHA Defence, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-set-bubble-bed-set-king-size-bed-bedroom-set-queen-size-bed-iid-1108848450
Featured,3499.0,Table,Used,,"office table, Computer table, laptop table DHA Phase 5, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/office-table-computer-table-laptop-table-iid-1098413326
Featured,5999.0,Chair,Used,,"Revolving Office Chairs Askari 10, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/revolving-office-chairs-iid-1099859054
Featured,2000.0,Bed,Used,Wood,"Bed side table dressing / Double bed / King Bed / Wooden Furniture Johar Town Phase 1, Lahore•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/bed-side-table-dressing-double-bed-king-bed-wooden-furniture-iid-1108890441
Featured,7999.0,Chair,Used,Rattan,"Garden chair | Outdoor Rattan Furniture | UPVC outdoor chair | chairs 9th Avenue, Islamabad•1 week ago Call Chat",https://www.olx.com.pk/item/garden-chair-outdoor-rattan-furniture-upvc-outdoor-chair-chairs-iid-1102041660
Featured,6800.0,Chair,Used,,"office chairs , study chair ,executive chair, revolving chair Darmangi, Peshawar•2 weeks ago Call Chat",https://www.olx.com.pk/item/office-chairs-study-chair-executive-chair-revolving-chair-iid-1108582246
Featured,14000.0,Table,Used,,"Exective chair-Boss chair-Office chair-Visitor chair-Comfortable chair Scheme 33, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/exective-chair-boss-chair-office-chair-visitor-chair-comfortable-chair-iid-1108939638
Featured,29999.0,Bed,Used,,"Bed / bed set / king size bed / double bed / poshish bed /Furniture Sabzazar, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-bed-set-king-size-bed-double-bed-poshish-bed-furniture-iid-1107014871
Featured,65000.0,Sofa,Used,,"Sofa Set /Modern sofa 5 Seat/Round Sofa/Chester Feel Sofa 7 Seat F-10, Islamabad•6 days ago Call Chat",https://www.olx.com.pk/item/sofa-set-modern-sofa-5-seatround-sofachester-feel-sofa-7-seat-iid-1109407452
Featured,5999.0,Chair,Used,,"Revolving Office Chairs Cantt, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/revolving-office-chairs-iid-1099858992
Featured,16000.0,Bed,Used,Wood,"Double bed / bed set / king size bed / wooden bed / bed / Furniture Allama Iqbal Town, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/double-bed-bed-set-king-size-bed-wooden-bed-bed-furniture-iid-1107933127
Featured,16000.0,Chair,Used,,"Executive Office Chair/Special Revolving Chair/Boss Chair/Office Chai Cantt, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/executive-office-chairspecial-revolving-chairboss-chairoffice-chai-iid-1108813525
Featured,6400.0,Chair,Used,,"Affordable Gaming Chairs | Computer chair | Office Chair | Study Chair DHA Defence, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/affordable-gaming-chairs-computer-chair-office-chair-study-chair-iid-1096964879
Featured,35000.0,Chair,Used,,"Premium Executive chair, Johar Town BOR Board of Revenue Housing Society, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/premium-executive-chair-johar-town-iid-1109528288
Featured,9000.0,Table,Used,Wood,"School Desk | desks | study table | chairs | Study Chair wooden chair Gulshan-e-Iqbal Town, Karachi•16 hours ago Call Chat",https://www.olx.com.pk/item/school-desk-desks-study-table-chairs-study-chair-wooden-chair-iid-1109538812
Featured,999000.0,Furniture,Used,,"STOCK AVAILABLE FOR CAFE,OFFICE,MARQUE,RESTURANTS,, MM Alam Road, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/stock-available-for-cafeofficemarqueresturants-iid-1109221574
Featured,1000.0,Sofa,Used,,"7 seaters sofa set Chapal Courtyard, Karachi•2 weeks ago Chat",https://www.olx.com.pk/item/7-seaters-sofa-set-iid-1108378946
Featured,5350.0,Chair,Used,,"Office Chair/Chinese Mesh Chair/Staff Chair/Visitor Chair/Revolving Gulberg, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/office-chairchinese-mesh-chairstaff-chairvisitor-chairrevolving-iid-1108984128
Featured,1000.0,Sofa,Used,,"sofa set DHA Phase 8, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/sofa-set-iid-1108946958
Featured,1000.0,Bed,Used,Wood,"Wooden Furniture set for Sale in Karachi , BED SET Kala Board, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/wooden-furniture-set-for-sale-in-karachi-bed-set-iid-1109191907
Featured,49999.0,Bed,Used,,"bed /double bed/king size bed set/bedroom furniture/bridal set/woo Others, Faisalabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/bed-double-bedking-size-bed-setbedroom-furniturebridal-setwoo-iid-1108011391
Featured,55000.0,Sofa,Used,,"corner sofa | L Shape sofa | Sofaset | sofa sale in karachi furniture Korangi, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/corner-sofa-l-shape-sofa-sofaset-sofa-sale-in-karachi-furniture-iid-1108906933
Featured,6700.0,Table,Used,Rattan,"4 seater Garden dining table/PVC chairs/center table/rattan Furniture I-8, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/4-seater-garden-dining-tablepvc-chairscenter-tablerattan-furniture-iid-1108616249
Featured,59000.0,Sofa,Used,Wood,"l shape | sofaset | wooden sofas | corner sofas | six seater sofas Defence Garden, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/l-shape-sofaset-wooden-sofas-corner-sofas-six-seater-sofas-iid-1106295165
Featured,8000.0,Chair,Used,,"Dining Chairs | Coffe Chairs | Restaurant Chairs | Luxury Chairs DHA Defence, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/dining-chairs-coffe-chairs-restaurant-chairs-luxury-chairs-iid-1108917810
Featured,3499.0,Table,Used,,"Office tables, laptop tables, Computer tables Johar Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/office-tables-laptop-tables-computer-tables-iid-1099606946
Featured,12500.0,Chair,Used,,"Gaming Chair/Office Chair/High Back Chair/Revolving Chair/Chair Johar Town, Lahore•2 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/gaming-chairoffice-chairhigh-back-chairrevolving-chairchair-iid-1108959842
Featured,50000.0,Table,Used,Metal,"6 seater dining table/UV top table/metal steel chair/luxury dining set Mansoorah, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/6-seater-dining-tableuv-top-tablemetal-steel-chairluxury-dining-set-iid-1108887328
Featured,1000.0,Furniture,Used,,"Wholesale Towels | Premium Mops & Towels | All Colors | 100% Cotton Samanabad, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/wholesale-towels-premium-mops-towels-all-colors-100-cotton-iid-1108895336
Featured,5000.0,Table,Good,,"computer table | study table | work station | working table North Karachi, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/computer-table-study-table-work-station-working-table-iid-1098645556
Featured,48000.0,Table,Used,Wood,"Dining table/ Wooden dining table/ 6-seater dining table/Stylish dinin G-14, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/dining-table-wooden-dining-table-6-seater-dining-tablestylish-dinin-iid-1108339376
Featured,18000.0,Chair,Used,,"Executive Chairs//Office Executive Chairman Chairs//Ceo Boss Chair DHA Phase 5, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/executive-chairsoffice-executive-chairman-chairsceo-boss-chair-iid-1109260248
Featured,30000.0,Bed,Used,Wood,"Bed/Double bed/single bed/king size bed/wooden bed/polish bed DHA Defence Phase 4, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/beddouble-bedsingle-bedking-size-bedwooden-bedpolish-bed-iid-1108717667
Featured,40000.0,Table,New,,"Brand new table Gulberg 3, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/brand-new-table-iid-1109447951
Featured,39999.0,Bed,Used,,"Bed / bed set / king size bed / Bubble bed / poshish bed /Furniture Askari 11, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/bed-bed-set-king-size-bed-bubble-bed-poshish-bed-furniture-iid-1109417476
Featured,4000.0,Bed,Used,,"luxury bedroom set for sale in Karachi Soldier Bazar, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/luxury-bedroom-set-for-sale-in-karachi-iid-1108767294
Featured,5350.0,Chair,Used,,"Chinese Mesh Chair/Office Chair/Workstation Chair/Computer Chair/Chair Samanabad, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/chinese-mesh-chairoffice-chairworkstation-chaircomputer-chairchair-iid-1108960290
Featured,16500.0,Bed,Used,,"Bed double F-8 Markaz, Islamabad•4 weeks ago Call Chat",https://www.olx.com.pk/item/bed-double-iid-1108769683
Featured,300000.0,Wardrobe,Used,Wood,"Wardrobe / Media wall /Wall panelling /Wooden Floor /wood work Gulberg, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/wardrobe-media-wall-wall-panelling-wooden-floor-wood-work-iid-1107333583
Featured,29999.0,Bed,Used,,"Bed / bed set / king size bed / double bed / poshish bed /Furniture Abdullah Colony, Gujranwala•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-bed-set-king-size-bed-double-bed-poshish-bed-furniture-iid-1107603868
Featured,18500.0,Table,Used,,"Study Table, Computer Table, Laptop Table, Office Table, Workstation Gulberg, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-workstation-iid-1109078180
Featured,42000.0,Bed,Used,Wood,"Bunk bed | Kid wooden bunker bed | Baby bed | Double bed | Triple bed Bahria Town Phase 3, Rawalpindi•3 weeks ago Call Chat",https://www.olx.com.pk/item/bunk-bed-kid-wooden-bunker-bed-baby-bed-double-bed-triple-bed-iid-1108842806
Featured,40000.0,Sofa,Used,,"Sofa Set - Poshish Sofa - Luxury Sofa - L Shape Sofa - Corner Sofa Set Bahria Town Rawalpindi, Rawalpindi•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/sofa-set-poshish-sofa-luxury-sofa-l-shape-sofa-corner-sofa-set-iid-1097625045
Featured,100000.0,Furniture,Used,Wood,"Epoxy Flooring/Laminated wood Flooring / Korangi Industrial Area, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/epoxy-flooringlaminated-wood-flooring-iid-1106376278
Featured,25000.0,Bed,Used,,"Baby cot bed Others, Faisalabad•12 hours ago Call Chat",https://www.olx.com.pk/item/baby-cot-bed-iid-1109578996
Featured,52999.0,Table,Used,,"Dining Table - 6 Seater Dining Table - Dining Table With Dining Chair Johar Town, Lahore•4 weeks ago Call Chat",https://www.olx.com.pk/item/dining-table-6-seater-dining-table-dining-table-with-dining-chair-iid-1106611769
Featured,80000.0,Cabinet,Used,,"Kitchen Cabinets | SCabinets | Cupboards | Storage Box DHA Phase 4, Karachi•5 days ago Call Chat",https://www.olx.com.pk/item/kitchen-cabinets-scabinets-cupboards-storage-box-iid-1109405108
Featured,7500.0,Table,Used,,"Big sale Executive table / Office table / study table / computer table Ghauri Town, Islamabad•3 weeks ago Chat",https://www.olx.com.pk/item/big-sale-executive-table-office-table-study-table-computer-table-iid-1108828306
Featured,25000.0,Sofa,Excellent,,"Sofa in excellent condition Gulshan-e-Iqbal, Karachi•4 days ago Call Chat",https://www.olx.com.pk/item/sofa-in-excellent-condition-iid-1109468463
Featured,300000.0,Furniture,Used,,"Padel tennis court-Artificial grass-Grass flooring-Padel turf-Turf Others, Bahawalpur•2 weeks ago Call Chat",https://www.olx.com.pk/item/padel-tennis-court-artificial-grass-grass-flooring-padel-turf-turf-iid-1109036845
Featured,17000.0,Bed,Used,Wood,"Double bed / bed set / wooden bed / bed / Furniture / king size bed Allama Iqbal Town, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/double-bed-bed-set-wooden-bed-bed-furniture-king-size-bed-iid-1109415965
Featured,50000.0,Table,Used,,"dining table - 6 seater dining table - dining chairs - cafe chairs DHA Defence, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/dining-table-6-seater-dining-table-dining-chairs-cafe-chairs-iid-1101940200
Featured,1000.0,Bed,New,Wood,"brand new double bed,/bed set/single bed/Turkish bed set/wooden bed DHA Defence, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/brand-new-double-bedbed-setsingle-bedturkish-bed-setwooden-bed-iid-1109180190
Featured,6500.0,Table,Used,,"Round Dining Table/Dining UPVC chairs/restaurants furniture/Lawn chair Airport Road, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/round-dining-tabledining-upvc-chairsrestaurants-furniturelawn-chair-iid-1102882529
Featured,2000.0,Bed,Used,Wood,"Kids Bed /Baby Bed /Kids Bunker Bed /Bunk Bed /Bunker Bed /Wooden Bed Bahria Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/kids-bed-baby-bed-kids-bunker-bed-bunk-bed-bunker-bed-wooden-bed-iid-1109077546
Featured,9000.0,Sofa,Used,Rattan,"swimming pool chairs/rattan dining table/outdoor sofa set/PVC chairs Bahria Town, Islamabad•6 days ago Call Chat",https://www.olx.com.pk/item/swimming-pool-chairsrattan-dining-tableoutdoor-sofa-setpvc-chairs-iid-1109277505
Featured,38000.0,Bed,Used,,"Salon Chair/Saloon Chair/Facial Bed/Hair wash unit/Pedicure/Trolley DHA Defence Phase 1, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/salon-chairsaloon-chairfacial-bedhair-wash-unitpedicuretrolley-iid-1109087449
Featured,41999.0,Sofa,Used,,"l shape sofa / Corner sofa / sofa set / sofa / bubble sofa / sofa Saddar, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/l-shape-sofa-corner-sofa-sofa-set-sofa-bubble-sofa-sofa-iid-1109284244
Featured,1000.0,Sofa,Used,,"U shape sofa/L shape sofa/corner sofa/10 seater sofa set/sofa set DHA Defence, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/u-shape-sofal-shape-sofacorner-sofa10-seater-sofa-setsofa-set-iid-1109245376
Featured,55000.0,Sofa,Used,,"7 seater sofa 5 seater sofa 3 seater sofa whole sale price F-8 Markaz, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/7-seater-sofa-5-seater-sofa-3-seater-sofa-whole-sale-price-iid-1108920466
Featured,1000.0,Table,Used,,"dinning table/ dinning with 6 chairs DHA Phase 1, Multan•6 days ago Call Chat",https://www.olx.com.pk/item/dinning-table-dinning-with-6-chairs-iid-1109410892
Featured,999000.0,Furniture,Used,,"STOCK AVAILABLE FOR CAFE,OFFICE,MARQUE,RESTURANTS,, Bahria Town - Sector C, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/stock-available-for-cafeofficemarqueresturants-iid-1109221027
Featured,24000.0,Wardrobe,Used,Wood,"Kids Wardrobes | wardrobe | Almari | kids furniture | wooden wardrobe DHA Defence, Karachi•17 hours ago Call Chat",https://www.olx.com.pk/item/kids-wardrobes-wardrobe-almari-kids-furniture-wooden-wardrobe-iid-1109537945
